Water;(unspecified);Water, AU;007732-18-5;-71.08118654;m3
Water;(unspecified);Water, AT;007732-18-5;-1.245929289;m3
Water;(unspecified);Water, AZ;007732-18-5;-84.6293213;m3
Water;(unspecified);Water, BH;007732-18-5;-8.727160779;m3
Water;(unspecified);Water, BD;007732-18-5;-2.986321094;m3
Water;(unspecified);Water, BB;007732-18-5;-9.706620421;m3
Water;(unspecified);Water, BY;007732-18-5;-3.364175973;m3
Water;(unspecified);Water, BE;007732-18-5;-1.373693001;m3
Water;(unspecified);Water, BZ;007732-18-5;-1.088396283;m3
Water;(unspecified);Water, BJ;007732-18-5;-6.323668272;m3
Water;(unspecified);Water, BT;007732-18-5;-1.021427444;m3
Water;(unspecified);Water, BO;007732-18-5;-2.891210759;m3
Water;(unspecified);Water, BA;007732-18-5;-1.174600289;m3
Water;(unspecified);Water, BW;007732-18-5;-21.71266751;m3
Water;(unspecified);Water, BR;007732-18-5;-2.27520389;m3
Water;(unspecified);Water, VG;007732-18-5;-14.6191233;m3
Water;(unspecified);Water, BN;007732-18-5;-0.182789623;m3
Water;(unspecified);Water, BG;007732-18-5;-26.69522166;m3
Water;(unspecified);Water, BF;007732-18-5;-18.20079075;m3
Water;(unspecified);Water, BI;007732-18-5;-29.11187361;m3
Water;(unspecified);Water, KH;007732-18-5;-8.56498433;m3
Water;(unspecified);Water, CM;007732-18-5;-7.140111385;m3
Water;(unspecified);Water, CA;007732-18-5;-6.577624817;m3
Water;(unspecified);Water, CV;007732-18-5;-24.81282098;m3
Water;(unspecified);Water, CF;007732-18-5;-8.881042905;m3
Water;(unspecified);Water, TD;007732-18-5;-21.60279833;m3
Water;(unspecified);Water, CL;007732-18-5;-81.37974927;m3
Water;(unspecified);Water, CN;007732-18-5;-42.47130357;m3
Water;(unspecified);Water, CO;007732-18-5;-1.421168866;m3
Water;(unspecified);Water, KM;007732-18-5;-9.67861146;m3
Water;(unspecified);Water, CG;007732-18-5;-0.568607889;m3
Water;(unspecified);Water, CD;007732-18-5;-7.709208229;m3
Water;(unspecified);Water, CR;007732-18-5;-1.083363376;m3
Water;(unspecified);Water, CI;007732-18-5;-6.017534441;m3
Water;(unspecified);Water, HR;007732-18-5;-1.585963462;m3
Water;(unspecified);Water, CU;007732-18-5;-3.65700757;m3
Water;(unspecified);Water, CY;007732-18-5;-75.67978076;m3
Water;(unspecified);Water, CZ;007732-18-5;-1.827334;m3
Water;(unspecified);Water, DK;007732-18-5;-2.034372271;m3
Water;(unspecified);Water, DJ;007732-18-5;-20.92458953;m3
Water;(unspecified);Water, DM;007732-18-5;-6.880872363;m3
Water;(unspecified);Water, DO;007732-18-5;-10.18523298;m3
Water;(unspecified);Water, TL;007732-18-5;-9.603630847;m3
Water;(unspecified);Water, EC;007732-18-5;-6.726708773;m3
Water;(unspecified);Water, EG;007732-18-5;-95.96488212;m3
Water;(unspecified);Water, SV;007732-18-5;-1.664094121;m3
Water;(unspecified);Water, GQ;007732-18-5;-0.289220399;m3
Water;(unspecified);Water, ER;007732-18-5;-44.06515834;m3
Water;(unspecified);Water, EE;007732-18-5;-1.092361549;m3
Water;(unspecified);Water, ET;007732-18-5;-28.98517851;m3
Water;(unspecified);Water, FK;007732-18-5;-5.388298237;m3
Water;(unspecified);Water, FO;007732-18-5;-1.43926189;m3
Water;(unspecified);Water, FJ;007732-18-5;-2.092979399;m3
Water;(unspecified);Water, FI;007732-18-5;-1.672335434;m3
Water;(unspecified);Water, FR;007732-18-5;-8.150621234;m3
Water;(unspecified);Water, GF;007732-18-5;-0.477089624;m3
Water;(unspecified);Water, GA;007732-18-5;-0.443063133;m3
Water;(unspecified);Water, GE;007732-18-5;-75.94831171;m3
Water;(unspecified);Water, DE;007732-18-5;-1.312326146;m3
Water;(unspecified);Water, GH;007732-18-5;-16.43845624;m3
Water;(unspecified);Water, GI;007732-18-5;-46.16274165;m3
Water;(unspecified);Water, GR;007732-18-5;-68.03632882;m3
Water;(unspecified);Water, GL;007732-18-5;0;m3
Water;(unspecified);Water, GD;007732-18-5;-11.82217293;m3
Water;(unspecified);Water, GP;007732-18-5;-9.523865417;m3
Water;(unspecified);Water, GT;007732-18-5;-1.117260544;m3
Water;(unspecified);Water, GN;007732-18-5;-15.38672321;m3
Water;(unspecified);Water, GW;007732-18-5;-2.698583195;m3
Water;(unspecified);Water, GY;007732-18-5;-0.934698643;m3
Water;(unspecified);Water, HT;007732-18-5;-5.961705548;m3
Water;(unspecified);Water, HN;007732-18-5;-0.980627619;m3
Water;(unspecified);Water, HU;007732-18-5;-1.263843182;m3
Water;(unspecified);Water, IS;007732-18-5;-1.082804368;m3
Water;(unspecified);Water, IN;007732-18-5;-29.83598541;m3
Water;(unspecified);Water, ID;007732-18-5;-21.81359915;m3
Water;(unspecified);Water, IR;007732-18-5;-66.28166264;m3
Water;(unspecified);Water, IQ;007732-18-5;-58.66426033;m3
Water;(unspecified);Water, IE;007732-18-5;-0.79656545;m3
Water;(unspecified);Water, IM;007732-18-5;-4.976552229;m3
Water;(unspecified);Water, IL;007732-18-5;-84.87228472;m3
Water;(unspecified);Water, IT;007732-18-5;-43.21402349;m3
Water;(unspecified);Water, JM;007732-18-5;-8.685348818;m3
Water;(unspecified);Water, JP;007732-18-5;-0.588938562;m3
Water;(unspecified);Water, JE;007732-18-5;-13.54248473;m3
Water;(unspecified);Water, JO;007732-18-5;-77.68153877;m3
Water;(unspecified);Water, KZ;007732-18-5;-50.59933599;m3
Water;(unspecified);Water, KE;007732-18-5;-21.26756359;m3
Water;(unspecified);Water, KW;007732-18-5;-58.94111341;m3
Water;(unspecified);Water, KG;007732-18-5;-62.95899629;m3
Water;(unspecified);Water, LA;007732-18-5;-5.751600778;m3
Water;(unspecified);Water, LV;007732-18-5;-1.258120207;m3
Water;(unspecified);Water, LB;007732-18-5;-83.41792199;m3
Water;(unspecified);Water, LS;007732-18-5;-18.60923765;m3
Water;(unspecified);Water, LR;007732-18-5;-0.680911897;m3
Water;(unspecified);Water, LY;007732-18-5;-46.11558946;m3
Water;(unspecified);Water, LI;007732-18-5;-0.761009827;m3
Water;(unspecified);Water, LT;007732-18-5;-1.312842781;m3
Water;(unspecified);Water, LU;007732-18-5;-0.774198542;m3
Water;(unspecified);Water, MK;007732-18-5;-48.89439285;m3
Water;(unspecified);Water, MG;007732-18-5;-7.381302466;m3
Water;(unspecified);Water, MW;007732-18-5;-5.483267662;m3
Water;(unspecified);Water, MY;007732-18-5;-0.55739274;m3
Water;(unspecified);Water, ML;007732-18-5;-17.97116634;m3
Water;(unspecified);Water, MT;007732-18-5;-65.10262389;m3
Water;(unspecified);Water, MQ;007732-18-5;-14.72495462;m3
Water;(unspecified);Water, MR;007732-18-5;-90.43992501;m3
Water;(unspecified);Water, MU;007732-18-5;-3.337113643;m3
Water;(unspecified);Water, YT;007732-18-5;0;m3
Water;(unspecified);Water, MX;007732-18-5;-33.57793114;m3
Water;(unspecified);Water, MD;007732-18-5;-2.17628222;m3
Water;(unspecified);Water, MC;007732-18-5;-3.041993431;m3
Water;(unspecified);Water, MN;007732-18-5;-21.85397224;m3
Water;(unspecified);Water, ME;007732-18-5;-1.168376113;m3
Water;(unspecified);Water, MS;007732-18-5;-10.45098999;m3
Water;(unspecified);Water, MA;007732-18-5;-87.35252046;m3
Water;(unspecified);Water, MZ;007732-18-5;-6.987530206;m3
Water;(unspecified);Water, MM;007732-18-5;-5.463924366;m3
Water;(unspecified);Water, NA;007732-18-5;-22.04338527;m3
Water;(unspecified);Water, NP;007732-18-5;-14.18538486;m3
Water;(unspecified);Water, NL;007732-18-5;-1.202127039;m3
Water;(unspecified);Water, NC;007732-18-5;-3.459762382;m3
Water;(unspecified);Water, NZ;007732-18-5;-6.612839381;m3
Water;(unspecified);Water, NI;007732-18-5;-1.345460361;m3
Water;(unspecified);Water, NE;007732-18-5;-8.661854402;m3
Water;(unspecified);Water, NG;007732-18-5;-8.923473504;m3
Water;(unspecified);Water, KP;007732-18-5;-2.716135745;m3
Water;(unspecified);Water, NO;007732-18-5;-0.75725407;m3
Water;(unspecified);Water, OM;007732-18-5;-14.3884818;m3
Water;(unspecified);Water, PK;007732-18-5;-58.44766682;m3
Water;(unspecified);Water, PA;007732-18-5;-0.660411289;m3
Water;(unspecified);Water, PG;007732-18-5;-0.475963401;m3
Water;(unspecified);Water, PY;007732-18-5;-1.375795871;m3
Water;(unspecified);Water, PE;007732-18-5;-27.7866415;m3
Water;(unspecified);Water, PH;007732-18-5;-6.981908382;m3
Water;(unspecified);Water, PL;007732-18-5;-2.016065203;m3
Water;(unspecified);Water, PT;007732-18-5;-50.88422313;m3
Water;(unspecified);Water, PR;007732-18-5;-9.385421908;m3
Water;(unspecified);Water, QA;007732-18-5;-49.51193069;m3
Water;(unspecified);Water, RE;007732-18-5;-7.392684862;m3
Water;(unspecified);Water, RO;007732-18-5;-3.983740962;m3
Water;(unspecified);Water, RU;007732-18-5;-12.51720497;m3
Water;(unspecified);Water, RW;007732-18-5;-74.85884453;m3
Water;(unspecified);Water, WS;007732-18-5;-0.910033199;m3
Water;(unspecified);Water, SM;007732-18-5;-15.65697383;m3
Water;(unspecified);Water, ST;007732-18-5;-30.07901418;m3
Water;(unspecified);Water, SA;007732-18-5;-18.56145907;m3
Water;(unspecified);Water, SN;007732-18-5;-78.37955383;m3
Water;(unspecified);Water, RS;007732-18-5;-3.761682858;m3
Water;(unspecified);Water, SL;007732-18-5;-1.133002959;m3
Water;(unspecified);Water, SG;007732-18-5;-0.926301256;m3
Water;(unspecified);Water, SK;007732-18-5;-1.274217458;m3
Water;(unspecified);Water, SI;007732-18-5;-1.173683733;m3
Water;(unspecified);Water, SB;007732-18-5;-0.859988953;m3
Water;(unspecified);Water, SO;007732-18-5;-66.45561383;m3
Water;(unspecified);Water, ZA;007732-18-5;-38.35347124;m3
Water;(unspecified);Water, KR;007732-18-5;-0.893980305;m3
Water;(unspecified);Water, ES;007732-18-5;-79.33437358;m3
Water;(unspecified);Water, LK;007732-18-5;-22.16959473;m3
Water;(unspecified);Water, KN;007732-18-5;-4.585908102;m3
Water;(unspecified);Water, LC;007732-18-5;-41.54708127;m3
Water;(unspecified);Water, PM;007732-18-5;-16.06678053;m3
Water;(unspecified);Water, VC;007732-18-5;-9.232881605;m3
Water;(unspecified);Water, SD;007732-18-5;-52.93602157;m3
Water;(unspecified);Water, SR;007732-18-5;-0.65511113;m3
Water;(unspecified);Water, SJ;007732-18-5;-45.42733786;m3
Water;(unspecified);Water, SZ;007732-18-5;-1.825313051;m3
Water;(unspecified);Water, SE;007732-18-5;-2.116568277;m3
Water;(unspecified);Water, CH;007732-18-5;-0.965402364;m3
Water;(unspecified);Water, SY;007732-18-5;-78.58676474;m3
Water;(unspecified);Water, TW;007732-18-5;-2.22580524;m3
Water;(unspecified);Water, TJ;007732-18-5;-71.58078154;m3
Water;(unspecified);Water, TZ;007732-18-5;-13.70635064;m3
Water;(unspecified);Water, TH;007732-18-5;-6.981634567;m3
Water;(unspecified);Water, BS;007732-18-5;-27.35628596;m3
Water;(unspecified);Water, GM;007732-18-5;-10.96595932;m3
Water;(unspecified);Water, TG;007732-18-5;-10.35228226;m3
Water;(unspecified);Water, TO;007732-18-5;-12.67533691;m3
Water;(unspecified);Water, TT;007732-18-5;-25.68477661;m3
Water;(unspecified);Water, TN;007732-18-5;-68.91146066;m3
Water;(unspecified);Water, TR;007732-18-5;-56.46029315;m3
Water;(unspecified);Water, TM;007732-18-5;-66.81676221;m3
Water;(unspecified);Water, TC;007732-18-5;-12.66219083;m3
Water;(unspecified);Water, UG;007732-18-5;-86.91517025;m3
Water;(unspecified);Water, UA;007732-18-5;-32.48622207;m3
Water;(unspecified);Water, AE;007732-18-5;-15.20024734;m3
Water;(unspecified);Water, GB;007732-18-5;-1.612165467;m3
Water;(unspecified);Water, US;007732-18-5;-33.12697203;m3
Water;(unspecified);Water, UY;007732-18-5;-0.542101731;m3
Water;(unspecified);Water, UZ;007732-18-5;-72.11340698;m3
Water;(unspecified);Water, VU;007732-18-5;-2.05348425;m3
Water;(unspecified);Water, VE;007732-18-5;-5.954343548;m3
Water;(unspecified);Water, VN;007732-18-5;-12.09809591;m3
Water;(unspecified);Water, EH;007732-18-5;-56.33408095;m3
Water;(unspecified);Water, YE;007732-18-5;-47.01708842;m3
Water;(unspecified);Water, ZM;007732-18-5;-5.625167292;m3
Water;(unspecified);Water, ZW;007732-18-5;-4.683723043;m3
Water;(unspecified);Water, GLO;007732-18-5;-42.95353087;m3
Water;(unspecified);Water, RER;007732-18-5;-40.9641;m3
Water;(unspecified);Water, Europe without Switzerland;007732-18-5;-41.01873;m3
Water;(unspecified);Water, RoW;007732-18-5;-42.95353087;m3
Water;(unspecified);Water, RAF;007732-18-5;-71.60061;m3
Water;(unspecified);Water, RAS;007732-18-5;-42.21324;m3
Water;(unspecified);Water, RLA;007732-18-5;-31.09006;m3
Water;(unspecified);Water, RNA;007732-18-5;-32.72436;m3
Water;(unspecified);Water, RME;007732-18-5;-59.81223;m3
Water;(unspecified);Water, ENTSO-E;007732-18-5;-42.52015;m3
Water;(unspecified);Water, BRIC;007732-18-5;-34.76863;m3
Water;(unspecified);Water, BRICS;007732-18-5;-34.82843;m3
Water;(unspecified);Water, OECD;007732-18-5;-42.83158;m3
Water;(unspecified);Water, OECD+BRIC;007732-18-5;-37.76399;m3
Water;(unspecified);Water, OECD+BRICS;007732-18-5;-37.76483;m3
Water;(unspecified);Water, CS;007732-18-5;-5.61269;m3
Water;(unspecified);Water, PS;007732-18-5;-83.75014;m3
Water;(unspecified);Water, OCE;007732-18-5;-68.29584;m3
Water;(unspecified);Water, IAI Area, South America;007732-18-5;-31.09006;m3
Water;(unspecified);Water, IAI Area, Africa;007732-18-5;-71.60061;m3
Water;(unspecified);Water, IAI Area, West Europe;007732-18-5;-40.9641;m3
Water;(unspecified);Water, IAI Area, North America;007732-18-5;-32.72436;m3
Water;(unspecified);Water, IAI Area, Russia & RER w/o EU27 & EFTA;007732-18-5;-40.9641;m3
Water;(unspecified);Water, IAI Area, North America, without Quebec;007732-18-5;-32.72436;m3
Water;(unspecified);Water, IAI Area, Asia, without China and GCC;007732-18-5;-42.21324;m3
Water;(unspecified);Water, IAI Area, EU27 & EFTA;007732-18-5;-40.9641;m3
Water;(unspecified);Water, IAI Area, Gulf Cooperation Council;007732-18-5;-59.81223;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, AF;007732-18-5;31.63591904;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, AL;007732-18-5;9.070250718;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, DZ;007732-18-5;37.03002812;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, AS;007732-18-5;4.417532544;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, AD;007732-18-5;13.27223319;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, AO;007732-18-5;9.912449816;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, AI;007732-18-5;22.37208753;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, AG;007732-18-5;4.883459209;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, AR;007732-18-5;4.192924708;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, AM;007732-18-5;43.72445567;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, AW;007732-18-5;0;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, AU;007732-18-5;25.40623246;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, AT;007732-18-5;1.142827776;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, AZ;007732-18-5;44.40994217;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, BH;007732-18-5;9.039942666;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, BD;007732-18-5;2.343338219;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, BB;007732-18-5;7.600422936;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, BY;007732-18-5;2.988721966;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, BE;007732-18-5;1.204317505;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, BZ;007732-18-5;1.048442937;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, BJ;007732-18-5;7.200227473;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, BT;007732-18-5;0.764600204;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, BO;007732-18-5;1.684770366;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, BA;007732-18-5;1.015955881;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, BW;007732-18-5;33.04354038;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, BR;007732-18-5;1.898993283;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, VG;007732-18-5;13.24066099;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, BN;007732-18-5;0.179054933;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, BG;007732-18-5;9.468704322;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, BF;007732-18-5;19.56392958;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, BI;007732-18-5;65.19322321;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, KH;007732-18-5;3.346641001;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, CM;007732-18-5;3.956415806;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, CA;007732-18-5;2.685574253;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, CV;007732-18-5;8.333333333;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, CF;007732-18-5;9.697818614;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, TD;007732-18-5;35.81221696;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, CL;007732-18-5;35.14160396;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, CN;007732-18-5;27.08065257;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, CO;007732-18-5;0.77998549;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, KM;007732-18-5;9.801121883;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, CG;007732-18-5;0.563185617;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, CD;007732-18-5;9.382071336;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, CR;007732-18-5;0.651581794;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, CI;007732-18-5;5.865906126;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, HR;007732-18-5;1.353792046;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, CU;007732-18-5;2.991052812;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, CY;007732-18-5;48.66421806;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, CZ;007732-18-5;1.692548168;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, DK;007732-18-5;1.988550641;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, DJ;007732-18-5;34.40438326;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, DM;007732-18-5;5.818121269;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, DO;007732-18-5;4.027195634;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, TL;007732-18-5;3.327651116;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, EC;007732-18-5;2.161574499;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, EG;007732-18-5;98.40056828;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, SV;007732-18-5;1.710094366;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, GQ;007732-18-5;0.288651484;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, ER;007732-18-5;36.04107426;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, EE;007732-18-5;1.071266027;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, ET;007732-18-5;28.53393388;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, FK;007732-18-5;5.388298237;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, FO;007732-18-5;1.43926189;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, FJ;007732-18-5;1.073007592;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, FI;007732-18-5;1.731756563;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, FR;007732-18-5;3.051079148;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, GF;007732-18-5;0.493618114;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, GA;007732-18-5;0.410774999;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, GE;007732-18-5;24.50739578;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, DE;007732-18-5;1.116620648;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, GH;007732-18-5;16.07398611;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, GI;007732-18-5;30.98467086;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, GR;007732-18-5;28.34788368;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, GL;007732-18-5;0;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, GD;007732-18-5;13.47446911;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, GP;007732-18-5;6.95052304;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, GT;007732-18-5;1.09924431;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, GN;007732-18-5;20.96511075;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, GW;007732-18-5;2.647241475;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, GY;007732-18-5;0.454884532;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, HT;007732-18-5;4.467154392;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, HN;007732-18-5;1.080032291;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, HU;007732-18-5;1.164123164;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, IS;007732-18-5;1.082804368;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, IN;007732-18-5;21.30608524;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, ID;007732-18-5;8.925760609;m3
Raw;(unspecified);Water, cooling, unspecified natural origin, IR;007732-18-5;40.14382572;m3
